,Vocabulary size,Train accuracy,Validation accuracy,Validation precision
0,500,92.53333333333333,92.2,"(1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674, 1897, 1791, 209, 103, 0.9007597340930674)"
1,1000,94.44583333333333,94.22500000000001,"(1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526, 1923, 1846, 154, 77, 0.9258545979778526)"
2,1500,95.17916666666667,94.89999999999999,"(1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845, 1930, 1866, 134, 70, 0.935077519379845)"
3,2000,95.64583333333333,95.075,"(1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327, 1931, 1872, 128, 69, 0.9378338999514327)"
4,2500,96.05,95.575,"(1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672, 1938, 1885, 115, 62, 0.9439844130540672)"
